Zip Code,Households With Computer,Households With Broadband Internet
82832,510,435
82833,92,92
82834,3156,2919
82835,126,109
82836,352,325
82837,13,13
82838,202,210
82839,489,436
82842,224,224
82844,20,20
82845,,26
82901,9758,9117
82922,147,103
82923,276,276
82925,162,162
82929,18,6
82930,5327,5085
82932,301,269
82933,200,200
82934,56,42
82935,4299,3989
82936,6,6
82937,1053,1036
82938,90,45
82939,560,544
82941,1748,1596
82942,45,35
82943,42,42
82944,114,114
82945,49,49
83001,7141,6735
83011,104,65
83012,41,41
83013,65,65
83014,1225,1184
83025,435,250
83101,1369,1141
83110,1681,1588
83111,172,172
83112,186,186
83113,786,770
83114,255,253
83115,116,88
83116,309,293
83118,339,339
83119,78,78
83120,136,136
83121,,
83122,184,184
83123,247,240
83124,50,49
83126,178,178
83127,1497,1356
83128,482,451
83201,13258,12389
83202,7549,7098
83203,,
83204,7256,6423
83209,217,32
83210,1265,1086
83211,1965,1983
83212,124,122
83213,370,334
83214,222,204
83215,24,26
83217,309,308
83218,136,132
83220,44,44
83221,8714,8026
83223,78,77
83226,731,667
83227,16,16
83228,309,294
83232,127,117
83233,95,95
83234,436,395
83235,92,92
83236,693,672
83237,369,359
83238,36,36
83239,151,141
83241,726,692
83243,,
83244,177,167
83245,813,706
83246,326,320
83250,572,545
83251,461,433
83252,1635,1577
83253,12,12
83254,1278,1171
83255,350,326
83261,183,167
83262,287,258
83263,3023,2908
83271,102,96
83272,84,84
83274,3052,3036
83276,1304,1217
83277,54,38
83278,197,194
83281,3,3
83283,54,54
83285,7,
83286,429,410
83287,117,111
83301,21272,19586
83302,59,54
83311,234,226
83312,46,37
83313,1229,1113
83314,346,299
83316,3522,3266
83318,5718,5458
83320,325,314
83321,173,142
83322,33,13
83323,556,499
83324,194,173
83325,212,202
83327,250,219
83328,1813,1757
83330,2216,1946
83332,1066,995
83333,4333,4092
83334,825,718
83335,564,534
83336,1841,1658
83337,12,12
83338,6489,5879
83340,2215,2190
83341,2453,2412
83342,428,363
83344,326,313
83346,396,373
83347,984,897
83348,29,29
83349,390,335
83350,3785,3622
83352,1006,879
83353,478,478
83354,10,
83355,1267,1047
83401,13935,13462
83402,10030,9365
83404,8471,8078
83406,5867,5658
83414,208,189
83420,781,765
83421,161,161
83422,1087,968
83423,205,206
83424,28,28
83425,133,130
83427,719,688
83428,222,201
83429,353,350
83431,273,273
83433,22,17
83434,591,575
83435,210,193
83436,220,217
83438,61,60
83440,10154,8304
83442,6848,6652
83443,362,347
83444,400,352
83445,2078,1959
83446,20,9
83448,751,715
83449,88,85
83450,303,284
83451,302,251
83452,818,801
83454,74,74
83455,2133,2095
83460,,
83462,198,109
83463,22,13
83464,98,67
83465,31,28
83466,83,83
83467,2469,2421
83468,71,71
83469,,
83501,13485,12435
83520,64,55
83522,621,548
83523,315,285
83524,363,310
83525,121,112
83526,97,89
83530,2032,1932
83533,68,58
83535,411,356
83536,1539,1332
83537,375,347
83539,770,668
83540,726,623
83541,455,417
83542,56,45
83543,248,206
83544,2122,1897
83545,164,154
83546,171,136
83547,103,94
83548,32,33
83549,224,134
83552,348,299
83553,393,367
83554,141,116
83555,158,138
83602,7,
83604,158,138
83605,11774,10828
83607,10114,9700
83610,332,320
83611,822,716
83612,745,560
83615,319,286
83616,11689,11392
83617,5749,5367
83619,2968,2719
83622,906,798
83623,442,422
83624,535,441
83626,404,343
83627,213,111
83628,1502,1436
83629,791,709
83631,501,381
83632,132,110
83633,225,200
83634,8739,8426
83636,98,98
83637,130,125
83638,2445,2382
83639,984,894
83641,1115,1032
83642,18403,17792
83643,41,41
83644,4552,4391
83645,255,228
83646,23790,22718
83647,8235,7776
83648,748,736
83650,169,150
83651,12419,11907
83654,622,486
83655,1704,1489
83656,188,174
83657,55,55
83660,1874,1797
83661,3457,3200
83666,31,25
83669,4353,4159
83670,216,216
83672,3124,2869
83676,1687,1529
83677,55,26
83686,17526,16546
83687,11404,10762
83702,10964,10418
83703,7277,7008
83704,15674,14211
83705,11262,10468
83706,13811,12669
83709,19884,18980
83712,4107,3965
83713,10987,10562
83714,10133,9538
83716,7543,7125
83720,,
83725,,
83801,2470,2215
83802,13,10
83803,381,337
83804,664,554
83805,2765,2577
83806,53,46
83808,43,33
83809,147,147
83810,604,537
83811,535,495
83812,7,7
83813,313,313
83814,10801,9844
83815,14253,13532
83821,97,97
83822,811,643
83823,571,504
83824,115,113
83825,85,80
83826,36,
83827,62,54
83830,94,94
83832,628,556
83833,741,655
83834,49,62
83835,8601,8233
83836,377,365
83837,1175,1054
83839,435,409
83840,253,203
83841,222,157
83842,52,47
83843,10983,10166
83844,22,
83845,856,781
83846,311,287
83847,450,424
83848,63,63
83849,806,753
83850,848,804
83851,550,439
83852,434,409
83854,16047,14974
83855,765,730
83856,2562,2141
83857,388,363
83858,6059,5583
83860,2541,2343
83861,2311,2129
83864,7233,6685
83866,117,117
83867,209,209
83868,282,237
83869,1686,1518
83870,113,102
83871,824,754
83872,235,235
83873,610,543
83874,34,34
83876,586,542
84001,189,176
84002,96,96
84003,14181,13606
84004,2759,2604
84005,9674,9250
84006,325,318
84007,139,135
84008,,
84009,10630,9960
84010,14835,14291
84013,211,198
84014,5512,5208
84015,20343,19106
84017,1307,1263
84018,74,74
84020,14711,13991
84021,1113,971
84022,209,183
84023,53,56
84024,14,14
84025,6618,6450
84026,200,154
84027,203,186
84028,121,97
84029,3437,3371
84031,64,50
84032,7081,6612
84033,323,294
84034,43,41
84035,256,189
84036,2495,2381
84037,10785,10342
84038,181,180
84039,168,168
84040,8267,8060
84041,17014,15725
84042,2946,2828
84043,19491,18980
84044,8656,8503
84045,8684,8432
84046,131,120
84047,14707,13941
84049,2186,2130
84050,3372,3211
84051,155,134
84052,357,349
84053,202,196
84054,7084,6761
84055,428,388
84056,998,989
84057,11716,10871
84058,10065,9226
84059,4322,3766
84060,2971,2794
84061,159,152
84062,13691,12860
84063,78,63
84064,191,175
84065,14148,13573
84066,3888,3647
84067,12568,11941
84069,169,159
84070,10306,9286
84071,611,588
84072,134,134
84073,97,97
84074,15878,15400
84075,8459,8260
84076,92,84
84078,8592,8191
84080,93,87
84081,14000,13825
84082,270,250
84083,359,338
84084,10217,9747
84085,87,67
84086,164,155
84087,4824,4536
84088,12250,11865
84092,8956,8572
84093,7652,7362
84094,9219,8833
84095,12292,11638
84096,18672,18220
84097,6642,6159
84098,6262,6116
84101,3499,2983
84102,9459,8705
84103,11547,10979
84104,7185,6457
84105,9579,9324
84106,14403,13763
84107,14845,13976
84108,7389,7153
84109,8851,8465
84111,6299,5840
84112,236,122
84113,,
84114,,
84115,10729,9290
84116,11573,10600
84117,9850,9283
84118,11140,10834
84119,15265,14172
84120,13366,12876
84121,15043,14330
84123,13146,12443
84124,8135,7779
84128,8186,8067
84129,11503,10971
84138,,
84150,,
84180,,
84301,245,234
84302,8131,7696
84304,29,29
84305,243,225
84306,124,124
84307,362,334
84308,93,85
84309,140,136
84310,1735,1703
84311,202,209
84312,1535,1460
84313,13,13
84314,348,338
84315,2652,2589
84316,91,79
84317,984,813
84318,1427,1426
84319,2521,2462
84320,720,693
84321,14838,13613
84322,,
84324,295,280
84325,634,622
84326,697,654
84327,241,239
84328,466,441
84329,31,31
84330,128,114
84331,84,84
84332,2532,2394
84333,914,836
84334,64,64
84335,4075,3989
84336,67,66
84337,4347,4143
84338,171,158
84339,1537,1505
84340,1058,964
84341,8014,7243
84401,14555,13584
84403,12778,12423
84404,20797,20023
84405,11138,10839
84408,,
84414,9521,9253
84501,4373,3916
84511,1172,1078
84512,137,90
84513,454,426
84515,,
84516,28,26
84518,290,287
84520,341,280
84521,199,187
84522,108,107
84523,569,469
84525,279,232
84526,1611,1537
84528,885,793
84529,51,7
84530,46,46
84531,22,
84532,4128,3782
84533,43,43
84534,500,270
84535,945,726
84536,88,101
84537,387,355
84539,103,103
84540,22,22
84542,549,473
84601,10770,8271
84602,82,64
84604,11390,8813
84606,10010,7458
84620,379,353
84621,42,42
84622,460,407
84623,20,20
84624,1901,1590
84626,99,99
84627,1694,1394
84628,212,193
84629,1138,1027
84630,127,127
84631,862,782
84632,361,308
84633,320,278
84634,534,499
84635,282,206
84636,170,153
84637,170,132
84638,94,88
84639,261,239
84640,66,59
84642,1163,999
84643,195,162
84644,87,83
84645,695,602
84646,533,469
84647,1349,1261
84648,2120,1990
84649,281,266
84651,7563,6928
84652,283,252
84653,2779,2717
84654,891,763
84655,3958,3827
84656,112,101
84657,163,145
84660,11907,11463
84662,489,456
84663,9635,8951
84664,2917,2830
84665,161,159
84667,111,98
84701,2606,2354
84710,51,46
84711,310,292
84712,49,53
84713,1169,1012
84714,269,269
84715,154,150
84716,165,130
84718,84,64
84719,30,11
84720,7363,6530
84721,7784,7077
84722,352,314
84723,128,120
84724,366,311
84725,480,450
84726,354,313
84728,20,20
84729,117,113
84730,230,207
84731,9,9
84732,18,15
84733,151,151
84734,131,128
84735,49,49
84736,79,66
84737,6955,6502
84738,3601,3461
84739,177,160
84740,57,48
84741,2415,2178
84742,127,113
84743,85,64
84744,76,66
84745,1412,1297
84746,423,338
84747,363,269
84749,85,81
84750,124,114
84751,563,476
84752,283,255
84753,,
84754,1396,1252
84755,10,7
84756,88,88
84757,563,489
84758,176,168
84759,602,573
84760,300,313
84761,982,837
84762,63,63
84763,114,81
84764,71,62
84765,2343,2306
84766,66,57
84767,211,192
84770,14902,13900
84772,65,57
84773,78,78
84774,493,465
84775,187,182
84776,180,163
84779,261,250
84780,8822,8304
84781,116,116
84782,235,235
84783,444,415
84784,168,153
84790,16251,15188
85003,3645,3127
85004,3802,3360
85006,8372,6429
85007,4655,3654
85008,21286,19470
85009,12946,9014
85012,4075,3848
85013,9510,9185
85014,11736,10711
85015,14316,12980
85016,17181,15693
85017,11183,10055
85018,15818,14448
85019,7218,6306
85020,15025,14303
85021,14726,13453
85022,22164,20618
85023,13042,12192
85024,9850,9476
85026,,
85027,15303,14389
85028,7400,7280
85029,17618,16340
85031,7875,6920
85032,26959,24717
85033,15598,13657
85034,2100,2009
85035,14551,13044
85037,14357,13392
85040,9562,7865
85041,16869,14840
85042,14165,13274
85043,10477,9356
85044,16981,16333
85045,2609,2577
85048,13125,12796
85050,11544,11191
85051,14615,13269
85053,10414,10026
85054,4092,3980
85083,6424,6353
85085,9975,9803
85086,15284,15109
85087,3317,3312
85118,6099,5657
85119,10028,9248
85120,12218,10843
85121,372,291
85122,18165,17108
85123,3527,3261
85128,4466,4114
85131,2973,2602
85132,8511,8073
85135,109,63
85137,788,673
85138,14371,14076
85139,5966,5626
85140,14577,14414
85141,115,74
85142,23642,23073
85143,12568,12142
85145,1000,1107
85147,793,707
85172,570,582
85173,1042,885
85191,45,45
85192,882,806
85193,1379,1193
85194,2868,2657
85201,20077,18520
85202,15878,15248
85203,12617,12201
85204,21846,20784
85205,17780,16769
85206,14302,13900
85207,18079,17234
85208,13556,12838
85209,16428,15751
85210,14245,13302
85212,13167,13006
85213,12514,12070
85215,6957,6739
85224,19389,18669
85225,26498,24961
85226,16072,15429
85233,14261,13614
85234,16902,16426
85236,,
85248,16645,15865
85249,15111,14970
85250,8105,7725
85251,20459,19669
85253,7391,7208
85254,18284,17588
85255,17717,17287
85256,1265,1167
85257,13811,13287
85258,12094,11695
85259,9447,9152
85260,17644,17237
85262,5930,5818
85263,1658,1597
85264,339,317
85266,5213,5097
85268,10748,10407
85281,25753,23353
85282,22375,21211
85283,18364,17273
85284,7012,6865
85286,16072,15856
85295,17523,17114
85296,16021,15710
85297,10224,10113
85298,13024,12789
85301,19693,15632
85302,13467,11922
85303,9519,8617
85304,9131,8683
85305,4467,4245
85306,8492,7881
85307,3800,3621
85308,24192,23441
85309,,
85310,6673,6615
85320,226,139
85321,1174,1036
85322,141,125
85323,12591,11437
85324,1080,1020
85325,596,492
85326,18718,17956
85328,102,42
85329,620,414
85331,12032,11744
85332,756,521
85333,167,152
85334,450,396
85335,10611,10170
85336,2672,2497
85337,564,536
85338,18864,18174
85339,14074,13728
85340,11157,10922
85341,16,
85342,786,752
85343,22,15
85344,3858,3396
85345,21167,19751
85346,1196,934
85347,180,136
85348,1102,755
85349,5043,4681
85350,4838,4229
85351,15467,14664
85352,106,95
85353,10757,9510
85354,2292,2106
85355,3974,3840
85356,1728,1617
85357,267,109
85360,36,33
85361,2313,2072
85362,413,343
85363,2316,2079
85364,23759,21998
85365,17682,16265
85367,9095,8316
85371,131,64
85373,8772,8328
85374,17599,16780
85375,14687,13921
85377,1744,1732
85378,3764,3599
85379,14621,13985
85381,9917,9491
85382,16488,15852
85383,21825,21460
85387,6059,5791
85388,9926,9765
85390,4048,3517
85392,13088,12597
85395,12112,11815
85396,10469,10333
85501,4676,3952
85530,279,278
85531,243,243
85532,111,111
85533,1056,966
85534,886,813
85535,,
85536,160,140
85539,906,793
85540,1158,1086
85541,9509,8572
85542,550,496
85543,1269,1216
85544,1401,1098
85545,283,149
85546,5753,5004
85550,906,732
85551,112,89
85552,2006,1848
85553,708,503
85554,260,221
85601,268,204
85602,3844,3595
85603,2785,2567
85605,185,108
85606,304,271
85607,4672,4264
85608,,
85609,195,195
85610,272,244
85611,552,452
85613,882,868
85614,12114,11477
85615,3569,3473
85616,2092,1772
85617,481,422
85618,455,375
85619,17,17
85620,248,233
85621,6191,5715
85622,3415,3273
85623,2025,1786
85624,640,546
85625,870,811
85626,275,227
85627,179,177
85629,8899,8656
85630,858,751
85631,1299,1205
85632,348,275
85633,10,10
85634,1165,906
85635,14483,13534
85637,457,428
85638,712,655
85639,68,52
85640,43,22
85641,9880,9478
85643,2785,2418
85645,479,329
85646,614,589
85648,6378,5644
85650,5636,5243
85653,6482,6103
85654,,
85658,6405,6196
85701,2788,2589
85704,15096,14524
85705,22305,19119
85706,17196,16222
85707,,
85708,1309,1263
85709,,
85710,22868,21625
85711,16469,15339
85712,15364,14364
85713,14297,13222
85714,4920,4389
85715,8329,8117
85716,14969,13847
85718,12358,11960
85719,17853,16271
85721,,
85723,,
85724,,
85726,,
85730,14760,13715
85734,,
85735,3943,3545
85736,1658,1496
85737,9397,8764
85739,8267,7889
85741,13482,13168
85742,11309,11074
85743,11385,10793
85745,15325,14613
85746,14952,14062
85747,8703,8488
85748,7933,7817
85749,7309,7090
85750,11291,10875
85755,7521,7460
85756,10634,10202
85757,5980,5521
85901,7173,6469
85902,,
85911,215,133
85912,98,58
85920,262,230
85922,44,44
85923,229,177
85924,730,675
85925,1389,1334
85926,144,85
85927,39,39
85928,211,189
85929,2908,2620
85930,233,160
85931,79,79
85932,181,158
85933,1226,1003
85934,236,170
85935,1910,1705
85936,816,624
85937,2556,2219
85938,746,704
85939,1426,1286
85940,455,401
85941,1742,1172
85942,,
86001,12280,10950
86003,22,11
86004,13331,12419
86005,6483,5873
86011,33,19
86015,545,545
86016,3,
86017,437,406
86018,316,276
86020,447,151
86021,708,573
86022,695,620
86023,441,251
86024,463,432
86025,1590,1392
86028,15,15
86029,27,27
86030,207,58
86031,388,145
86032,558,514
86033,1012,810
86034,319,226
86035,446,260
86036,88,53
86038,39,27
86039,415,208
86040,3474,3008
86042,581,245
86043,484,172
86044,607,448
86045,2840,1113
86046,2212,2055
86047,3591,2763
86052,,
86053,547,395
86054,321,180
86301,10707,10089
86303,8589,8241
86305,8249,8054
86313,,
86314,14904,14267
86315,3570,3366
86320,1106,986
86321,878,812
86322,4048,3668
86323,7612,7280
86324,2141,1842
86325,2451,2259
86326,10011,9484
86327,4448,3858
86329,442,351
86331,208,161
86332,897,839
86333,2420,2191
86334,1679,1369
86335,2428,2314
86336,5484,5088
86337,657,554
86338,242,230
86343,57,50
86351,3311,3186
86401,10757,10266
86403,7485,6720
86404,7922,7451
86406,11068,10239
86409,11719,10485
86411,196,188
86413,3914,3628
86426,6244,5852
86429,3619,3385
86431,135,135
86432,1533,993
86433,26,26
86434,408,375
86435,,
86436,598,501
86437,19,19
86438,291,268
86440,2990,2657
86441,784,740
86442,13762,12674
86443,,
86444,702,635
86445,118,118
86502,121,69
86503,1388,400
86504,845,609
86505,1176,774
86506,228,119
86507,269,115
86508,73,34
86510,876,635
86511,521,345
86512,488,329
86514,533,281
86515,727,558
86520,358,204
86535,55,16
86538,243,70
86540,105,55
86544,140,81
86545,111,40
86547,116,71
86556,292,155
87001,600,590
87002,6378,5409
87004,4002,3631
87005,50,67
87006,239,102
87007,247,110
87008,1139,1121
87010,578,425
87011,,
87012,43,21
87013,904,541
87014,191,160
87015,5408,5092
87016,797,636
87017,80,58
87018,88,60
87020,2836,2450
87021,907,744
87022,169,130
87023,120,120
87024,391,307
87025,535,459
87026,807,524
87027,126,66
87028,27,27
87029,133,110
87031,12976,10999
87032,92,92
87034,548,331
87035,2132,1683
87036,532,415
87037,245,107
87038,49,13
87040,90,18
87041,269,213
87042,1145,973
87043,1882,1843
87044,53,59
87045,279,102
87046,67,65
87047,1887,1790
87048,3607,3389
87049,49,49
87051,424,385
87052,381,256
87053,233,185
87056,441,436
87059,3889,3586
87060,,
87061,86,57
87062,341,115
87063,83,63
87064,6,6
87068,1664,1374
87070,9,9
87072,126,100
87083,222,169
87101,,
87102,8547,7164
87104,5351,4894
87105,16412,14440
87106,11379,10156
87107,11346,10385
87108,15283,13294
87109,18088,16430
87110,16690,15382
87111,24691,22795
87112,17494,16309
87113,6020,5349
87114,25674,23931
87116,1358,1307
87117,,
87120,25097,23529
87121,24184,22189
87122,6392,6277
87123,16648,14921
87124,20530,19557
87144,15731,15322
87151,,
87301,6286,5272
87305,322,185
87310,153,82
87311,699,451
87312,122,53
87313,1078,580
87315,,
87316,388,301
87317,233,195
87319,448,357
87320,86,60
87321,592,451
87322,87,66
87323,1047,654
87325,380,231
87326,224,154
87327,1272,833
87328,464,298
87347,98,67
87357,207,111
87364,184,121
87365,13,7
87375,656,332
87401,13934,11534
87402,3340,2868
87410,5337,4159
87412,318,208
87413,4473,3305
87415,792,667
87416,940,511
87417,1344,1075
87418,353,274
87419,161,72
87420,2389,1570
87421,441,299
87455,252,146
87461,271,122
87499,199,42
87501,7470,6965
87505,13817,12860
87506,5944,5391
87507,17770,16191
87508,7045,6861
87510,331,293
87511,566,534
87512,84,84
87513,433,418
87514,519,467
87515,52,66
87516,24,24
87517,206,172
87518,,
87519,221,221
87520,440,346
87521,221,179
87522,966,785
87523,59,28
87524,118,99
87525,22,22
87527,144,118
87528,666,475
87529,1856,1605
87530,247,247
87531,66,66
87532,5281,4629
87535,812,708
87537,665,532
87538,71,41
87539,,31
87540,462,482
87543,,
87544,5774,5630
87547,1959,1835
87548,206,177
87549,446,446
87551,91,55
87552,702,543
87553,330,292
87554,,
87556,819,703
87557,1663,1433
87558,366,328
87560,434,413
87562,72,72
87564,44,44
87565,190,109
87566,401,346
87567,269,262
87569,247,175
87571,3862,3570
87573,14,14
87575,274,247
87577,83,72
87578,124,108
87579,398,364
87580,222,161
87581,15,15
87582,250,191
87583,116,97
87701,6182,5342
87710,603,550
87711,192,181
87712,70,70
87713,123,123
87714,502,442
87715,95,95
87718,257,194
87722,375,193
87723,56,56
87724,,
87728,153,140
87729,28,28
87730,5,3
87731,117,117
87732,261,177
87733,24,18
87734,81,78
87735,43,43
87736,22,
87740,2661,2422
87742,116,103
87743,81,54
87745,243,206
87746,26,7
87747,502,449
87749,39,
87750,,
87752,244,145
87753,,24
87801,2208,1930
87820,58,29
87821,288,244
87823,77,61
87824,25,16
87825,460,347
87827,93,48
87828,130,123
87829,322,220
87830,158,110
87831,59,59
87832,49,16
87901,2280,1988
87930,216,216
87931,334,250
87933,55,55
87935,816,642
87936,98,49
87937,836,729
87939,96,96
87940,86,40
87941,196,104
87942,386,377
87943,78,78
88001,13483,11392
88002,359,360
88003,,
88004,,
88005,10165,9112
88007,8046,7239
88008,3839,3672
88009,,
88011,13004,12426
88012,9895,8748
88020,279,233
88021,4127,3569
88022,248,245
88023,743,707
88024,165,102
88025,40,40
88026,397,326
88027,182,147
88028,105,96
88029,305,271
88030,6906,6323
88034,,
88038,107,107
88039,275,220
88040,24,14
88041,410,377
88042,148,148
88043,499,487
88044,762,654
88045,928,845
88046,269,266
88047,455,411
88048,997,781
88049,293,265
88051,48,31
88052,96,92
88053,85,85
88055,21,21
88056,102,87
88061,6259,5931
88063,3133,2249
88065,268,268
88072,582,518
88081,3783,3115
88101,15661,14702
88103,,
88112,109,105
88113,38,27
88114,25,25
88115,10,3
88116,137,128
88118,117,95
88119,465,422
88120,156,151
88121,59,46
88124,332,311
88125,19,15
88126,7,5
88130,5685,5208
88132,102,101
88134,22,22
88135,432,366
88136,13,13
88201,8880,7860
88203,8988,7293
88210,6282,5485
88220,13161,12027
88230,1464,1255
88231,1035,961
88232,560,522
88240,12565,11086
88242,2394,2179
88244,,
88250,99,61
88252,632,527
88253,231,194
88254,44,44
88255,27,27
88256,554,465
88260,4281,4065
88262,2,
88263,62,47
88264,,
88265,70,39
88267,563,538
88268,,
88301,504,338
88310,13835,12935
88311,407,286
88312,1112,1099
88314,59,
88316,904,815
88317,720,686
88318,153,137
88321,105,102
88323,,
88324,47,47
88325,420,408
88330,1179,1179
88336,104,21
88337,811,674
88338,88,41
88339,216,223
88340,740,700
88341,255,210
88342,,
88343,10,10
88344,16,16
88345,3652,3061
88346,836,653
88347,17,17
88348,264,213
88349,,
88350,51,51
88351,103,97
88352,1160,1113
88353,82,58
88354,,
88355,53,53
88401,2023,1508
88410,35,35
88411,36,33
88414,27,20
88415,727,731
88416,109,109
88417,21,21
88418,107,104
88419,20,20
88421,,
88422,38,20
88424,15,15
88426,433,306
88427,42,41
88430,76,52
88431,26,26
88434,55,52
88435,700,565
88436,34,25
88439,,
89001,450,369
89002,12177,11648
89003,410,196
89004,90,59
89005,5680,5390
89007,183,183
89008,446,340
89010,161,114
89011,11698,11185
89012,14986,14369
89013,108,100
89014,16230,15837
89015,13527,12662
89017,22,22
89018,201,131
89019,999,953
89020,528,287
89021,933,921
89022,,
89025,305,280
89026,,
89027,6618,6227
89029,3812,3379
89030,14154,12001
89031,22239,21118
89032,14523,13580
89034,1344,1264
89039,138,87
89040,1454,1363
89042,328,283
89043,325,278
89044,9968,9812
89045,977,886
89046,139,101
89047,59,38
89048,9020,7789
89049,1140,1033
89052,22751,21932
89054,94,76
89060,4355,3620
89061,3025,2694
89070,,
89074,19659,18785
89081,12227,11918
89084,10138,9743
89085,1375,1329
89086,2341,2185
89101,13257,10119
89102,13849,11496
89103,20878,18553
89104,13106,11496
89106,8259,6856
89107,11571,10425
89108,25029,21840
89109,2955,2502
89110,18703,16455
89113,13147,12417
89115,17672,15845
89117,21829,20190
89118,8444,7895
89119,20466,17707
89120,8803,8252
89121,22069,18866
89122,17581,15471
89123,22740,21921
89124,244,204
89128,14260,12242
89129,20044,18586
89130,12136,11421
89131,16681,16182
89134,10456,9581
89135,12369,11822
89138,7046,6633
89139,13236,12898
89141,12367,12057
89142,9750,9025
89143,4029,3705
89144,7855,7492
89145,9291,8769
89146,7296,6802
89147,20262,18859
89148,21494,20388
89149,15395,14302
89156,9301,8673
89158,288,259
89161,164,161
89166,9022,8439
89169,8681,7130
89178,13870,13589
89179,3654,3586
89183,14080,13502
89191,,
89301,2325,2105
89310,83,81
89311,78,78
89314,67,41
89315,14,14
89316,248,248
89317,95,86
89318,372,313
89319,125,110
89402,82,82
89403,6105,5924
89404,17,17
89405,30,53
89406,9166,8582
89408,7841,7149
89409,64,64
89410,4490,4370
89411,360,360
89412,36,18
89413,347,329
89414,50,50
89415,1131,1074
89418,35,35
89419,1253,1156
89420,6,
89421,156,131
89422,39,27
89423,4382,4302
89424,125,106
89425,190,158
89426,64,64
89427,321,262
89428,39,39
89429,3066,2920
89430,58,58
89431,14314,12700
89433,6820,5968
89434,10312,9978
89436,16556,16050
89437,,
89438,13,
89439,698,651
89440,259,173
89441,4525,4235
89442,277,208
89444,1413,1333
89445,6243,5766
89446,,
89447,3146,2946
89448,851,840
89449,1410,1389
89450,,
89451,4041,3915
89460,5222,4924
89496,,
89501,2413,2067
89502,17636,15489
89503,11859,11143
89506,14822,12869
89508,4897,4647
89509,15732,14181
89510,490,441
89511,11659,11241
89512,10155,8631
89519,3716,3559
89521,13820,13458
89523,14640,14016
89557,,
89701,10027,9247
89703,4444,4288
89704,1784,1784
89705,2069,1991
89706,7485,6953
89801,8792,8219
89815,4918,4703
89820,2111,2010
89821,246,255
89822,694,648
89823,148,148
89825,288,210
89826,,
89828,122,122
89830,15,15
89831,12,12
89832,283,248
89833,48,36
89834,13,13
89835,443,393
89883,1839,1620
90001,12713,11418
90002,11824,10652
90003,16688,15203
90004,21181,19601
90005,14823,13187
90006,17424,14736
90007,11163,9696
90008,13324,11975
90010,2146,2132
90011,22594,18858
90012,12843,11690
90013,6498,5371
90014,4673,4304
90015,11051,9858
90016,16226,14588
90017,11737,9978
90018,15177,13794
90019,22117,20339
90020,16413,14927
90021,1288,887
90022,15369,13373
90023,10526,9156
90024,15824,14662
90025,20897,20375
90026,24758,23062
90027,19928,19421
90028,15967,15122
90029,11932,11335
90031,10692,9879
90032,12343,11790
90033,11662,10375
90034,24357,23635
90035,10851,10627
90036,18717,17210
90037,16243,14329
90038,11821,10769
90039,11634,11273
90040,2982,2649
90041,9560,9337
90042,19682,19104
90043,15950,14136
90044,26331,23824
90045,15207,14797
90046,26862,25704
90047,15800,14759
90048,10983,10764
90049,15929,15544
90052,,
90056,3432,3316
90057,15752,12742
90058,889,840
90059,9369,7807
90061,7148,6645
90062,9115,8394
90063,11740,10054
90064,10823,10514
90065,15437,14948
90066,23713,22088
90067,1482,1414
90068,11341,11151
90069,12560,12078
90071,5,5
90073,,
90077,2892,2840
90079,,
90089,5,
90094,5531,4848
90095,,
90201,21815,19620
90210,7607,7474
90211,3565,3456
90212,5352,5251
90220,12621,10712
90221,11566,9738
90222,7948,6226
90230,13221,11903
90232,6853,6196
90240,7412,7077
90241,13476,12708
90242,12040,11505
90245,6962,6765
90247,15025,13768
90248,3499,3342
90249,8335,8049
90250,30591,29143
90254,8768,8658
90255,16882,15690
90260,9845,9382
90262,14379,11265
90263,,
90265,6293,6264
90266,13175,12928
90270,5711,5057
90272,7878,7834
90274,8794,8625
90275,15053,14595
90277,16322,15814
90278,15577,15045
90280,21971,20668
90290,2003,1907
90291,13041,12692
90292,12940,12620
90293,6606,6500
90301,11319,10484
90302,10221,9580
90303,6423,5958
90304,6771,6275
90305,5542,5204
90401,4115,3977
90402,4779,4734
90403,12541,12037
90404,10051,9311
90405,13623,13280
90501,13865,13302
90502,5917,5687
90503,16487,16030
90504,11234,10873
90505,13710,13304
90506,,
90601,10297,9752
90602,7201,6501
90603,6056,5695
90604,11004,10411
90605,10454,9947
90606,8378,7874
90620,12707,12343
90621,10315,9880
90623,4762,4765
90630,15545,15022
90631,21131,20087
90638,14298,13651
90639,,
90640,17445,15729
90650,25207,23547
90660,15574,14690
90670,4954,4669
90680,9092,8712
90701,4113,3828
90703,15171,14875
90704,1517,1502
90706,22743,20529
90710,8697,8363
90712,9872,9531
90713,9189,8970
90715,6210,5940
90716,3414,2979
90717,7758,7382
90720,8048,7758
90723,13757,12168
90731,21551,20729
90732,8296,7881
90740,11777,11327
90742,320,293
90743,200,190
90744,14145,13511
90745,14674,14116
90746,8030,7765
90747,,
90755,4396,4197
90802,20737,19028
90803,17187,16258
90804,14291,13363
90805,26488,23840
90806,11601,11018
90807,12323,11529
90808,13966,13683
90810,9447,9009
90813,16409,14508
90814,8708,8285
90815,14733,14121
90822,,
90831,,
90840,,
91001,11990,11185
91006,10347,9862
91007,11093,10823
91008,278,252
91010,7990,7355
91011,6317,6130
91016,14200,13172
91020,2999,2858
91024,4777,4574
91030,10161,9902
91040,6989,6802
91042,9161,8517
91046,54,40
